GrantID	Date	FY.Q	FY	ID
P30 ES005022	2015-05-16	2015.3	2015	P30_ES005022_1
R21 ES020152	2015-05-15	2015.3	2015	R21_ES020152_2
R01 ES019325	2015-05-13	2015.3	2015	R01_ES019325_3
K23 ES021745	2015-05-12	2015.3	2015	K23_ES021745_4
R01 ES015981	2015-05-11	2015.3	2015	R01_ES015981_5
R01 ES002614	2015-05-11	2015.3	2015	R01_ES002614_6
R01 ES015252	2015-05-10	2015.3	2015	R01_ES015252_7
R01 CA148996	2015-05-10	2015.3	2015	R01_CA148996_8
P42 ES004699	2015-05-10	2015.3	2015	P42_ES004699_9
P42 ES004940	2015-05-09	2015.3	2015	P42_ES004940_10
P50 CA058223	2015-05-09	2015.3	2015	P50_CA058223_11
P20 GM103436	2015-05-09	2015.3	2015	P20_GM103436_12
1R21NS082212-01	2015-05-09	2015.3	2015	1R21NS082212-01_13
Z01 CP010119-13	2015-05-08	2015.3	2015	Z01_CP010119-13_14
P42 ES007380	2015-05-08	2015.3	2015	P42_ES007380_15
P30 ES000002	2015-05-06	2015.3	2015	P30_ES000002_16
P01 ES022832	2015-05-06	2015.3	2015	P01_ES022832_17
P30 CA016086	2015-05-03	2015.3	2015	P30_CA016086_18
R01 ES020361	2015-05-02	2015.3	2015	R01_ES020361_19
R01 ES003358	2015-05-02	2015.3	2015	R01_ES003358_20
P42 ES017198	2015-05-02	2015.3	2015	P42_ES017198_21
R15 ES019137	2015-05-02	2015.3	2015	R15_ES019137_22
R01 ES021764	2015-05-01	2015.3	2015	R01_ES021764_23
L30 ES016988	2015-05-01	2015.3	2015	L30_ES016988_24
K01 ES025434	2015-04-30	2015.3	2015	K01_ES025434_25
R01 CA140409	2015-04-30	2015.3	2015	R01_CA140409_26
P01 ES006052	2015-04-30	2015.3	2015	P01_ES006052_27
K01 ES025435	2015-04-30	2015.3	2015	K01_ES025435_28
R01 HD033438	2015-04-29	2015.3	2015	R01_HD033438_29
R01 ES010975	2015-04-29	2015.3	2015	R01_ES010975_30
I01 BX001357	2015-04-29	2015.3	2015	I01_BX001357_31
R01 GM066225	2015-04-29	2015.3	2015	R01_GM066225_32
R01 AG024984	2015-04-29	2015.3	2015	R01_AG024984_33
R01 ES020337	2015-04-29	2015.3	2015	R01_ES020337_34
R01 ES012716	2015-04-29	2015.3	2015	R01_ES012716_35
P01 ES022844	2015-04-29	2015.3	2015	P01_ES022844_36
R21 ES017121	2015-04-29	2015.3	2015	R21_ES017121_37
P01 ES009600	2015-04-29	2015.3	2015	P01_ES009600_38
R21 AI101375	2015-04-26	2015.3	2015	R21_AI101375_39
K99 ES022243	2015-04-25	2015.3	2015	K99_ES022243_40
P01 ES022844	2015-04-25	2015.3	2015	P01_ES022844_41
R01 ES012054	2015-04-24	2015.3	2015	R01_ES012054_42
DP1 ES024088	2015-04-24	2015.3	2015	DP1_ES024088_43
R01 ES008739	2015-04-24	2015.3	2015	R01_ES008739_44
R01 ES014639	2015-04-23	2015.3	2015	R01_ES014639_45
P01 CA134294	2015-04-23	2015.3	2015	P01_CA134294_46
P42 ES017198	2015-04-22	2015.3	2015	P42_ES017198_47
P30 ES001247	2015-04-22	2015.3	2015	P30_ES001247_48
P30 ES000260	2015-04-22	2015.3	2015	P30_ES000260_49
R01 ES007331	2015-04-22	2015.3	2015	R01_ES007331_50
R01 AI104459	2015-04-22	2015.3	2015	R01_AI104459_51
P01 ES022844	2015-04-22	2015.3	2015	P01_ES022844_52
P01 ES022831	2015-04-22	2015.3	2015	P01_ES022831_53
U54 ES015678	2015-04-22	2015.3	2015	U54_ES015678_54
R01 ES024681	2015-04-22	2015.3	2015	R01_ES024681_55
R01 ES019876	2015-04-19	2015.3	2015	R01_ES019876_56
DP2 OD007420	2015-04-19	2015.3	2015	DP2_OD007420_57
N01-ES75558	2015-04-19	2015.3	2015	N01-ES75558_58
R01 ES019179	2015-04-18	2015.3	2015	R01_ES019179_59
K23 ES017437	2015-04-18	2015.3	2015	K23_ES017437_60
R01 ES022172	2015-04-18	2015.3	2015	R01_ES022172_61
R01 ES015864	2015-04-18	2015.3	2015	R01_ES015864_62
P42 ES007373	2015-04-18	2015.3	2015	P42_ES007373_63
R01 ES020260	2015-04-18	2015.3	2015	R01_ES020260_64
KL2 RR026315	2015-04-18	2015.3	2015	KL2_RR026315_65
K25 HL103970	2015-04-18	2015.3	2015	K25_HL103970_66
K01 ES025432	2015-04-18	2015.3	2015	K01_ES025432_67
R01 HL031197	2015-04-18	2015.3	2015	R01_HL031197_68
P30 CA051008	2015-04-17	2015.3	2015	P30_CA051008_69
P42 ES007380	2015-04-17	2015.3	2015	P42_ES007380_70
K12 HD043451	2015-04-16	2015.3	2015	K12_HD043451_71
R01 ES023209	2015-04-15	2015.3	2015	R01_ES023209_72
P42 ES010337	2015-04-15	2015.3	2015	P42_ES010337_73
R01 CA164095	2015-04-15	2015.3	2015	R01_CA164095_74
R15 ES019991	2015-04-15	2015.3	2015	R15_ES019991_75
P01 ES011860	2015-04-15	2015.3	2015	P01_ES011860_76
P01 CA090890	2015-04-14	2015.3	2015	P01_CA090890_77
R44 ES021973	2015-04-14	2015.3	2015	R44_ES021973_78
P30 AR066527	2015-04-14	2015.3	2015	P30_AR066527_79
P20 GM103549	2015-04-14	2015.3	2015	P20_GM103549_80
R01 ES017039	2015-04-14	2015.3	2015	R01_ES017039_81
R01 ES016746	2015-04-14	2015.3	2015	R01_ES016746_82
P20 MD003373	2015-04-13	2015.3	2015	P20_MD003373_83
R01 ES010165	2015-04-12	2015.3	2015	R01_ES010165_84
P30 ES007048	2015-04-12	2015.3	2015	P30_ES007048_85
R15 ES023148	2015-04-12	2015.3	2015	R15_ES023148_86
K01 ES025434	2015-04-11	2015.3	2015	K01_ES025434_87
P01 CA160032	2015-04-11	2015.3	2015	P01_CA160032_88
R01ES021367	2015-04-11	2015.3	2015	R01ES021367_89
R01 ES016336	2015-04-11	2015.3	2015	R01_ES016336_90
R01 ES017793	2015-04-11	2015.3	2015	R01_ES017793_91
R01 ES017290	2015-04-11	2015.3	2015	R01_ES017290_92
K01 AT004951	2015-04-11	2015.3	2015	K01_AT004951_93
P30 ES013508	2015-04-10	2015.3	2015	P30_ES013508_94
R01 ES003358	2015-04-10	2015.3	2015	R01_ES003358_95
R01ES015185	2015-04-09	2015.3	2015	R01ES015185_96
R01 ES020750	2015-04-09	2015.3	2015	R01_ES020750_97
P42 ES004699	2015-04-08	2015.3	2015	P42_ES004699_98
T32 ES007272	2015-04-08	2015.3	2015	T32_ES007272_99
R01 ES020382	2015-04-08	2015.3	2015	R01_ES020382_100
ES004106	2015-04-08	2015.3	2015	ES004106_101
R01 ES012458	2015-04-08	2015.3	2015	R01_ES012458_102
K01 ES016587	2015-04-08	2015.3	2015	K01_ES016587_103
F32 NS071807	2015-04-07	2015.3	2015	F32_NS071807_104
P30 ES017885	2015-04-07	2015.3	2015	P30_ES017885_105
R15 ES013471	2015-04-07	2015.3	2015	R15_ES013471_106
R01 ES023206	2015-04-07	2015.3	2015	R01_ES023206_107
P50 ES012736	2015-04-05	2015.3	2015	P50_ES012736_108
K99 ES022269	2015-04-04	2015.3	2015	K99_ES022269_109
P01 ES006052	2015-04-04	2015.3	2015	P01_ES006052_110
P01 CA160032	2015-04-04	2015.3	2015	P01_CA160032_111
K05 CA131675	2015-04-04	2015.3	2015	K05_CA131675_112
5-R01-ESO14677-02	2015-04-04	2015.3	2015	5-R01-ESO14677-02_113
R21 ES017055	2015-04-04	2015.3	2015	R21_ES017055_114
P01 NS040256	2015-04-04	2015.3	2015	P01_NS040256_115
R01 ES005410	2015-04-03	2015.3	2015	R01_ES005410_116
P01 HD044232	2015-04-03	2015.3	2015	P01_HD044232_117
K08 HD073323	2015-04-02	2015.3	2015	K08_HD073323_118
R01 AG025877	2015-04-02	2015.3	2015	R01_AG025877_119
P30 AG013280	2015-04-02	2015.3	2015	P30_AG013280_120
P42 ES004699	2015-04-02	2015.3	2015	P42_ES004699_121
ES015869	2015-04-01	2015.2	2015	ES015869_122
R01 ES019277	2015-04-01	2015.2	2015	R01_ES019277_123
R01 ES016863	2015-04-01	2015.2	2015	R01_ES016863_124
GM100136	2015-04-01	2015.2	2015	GM100136_125
K01 DK087813	2015-04-01	2015.2	2015	K01_DK087813_126
K25 ES012475	2015-04-01	2015.2	2015	K25_ES012475_127
G12 MD007595	2015-04-01	2015.2	2015	G12_MD007595_128
R01 ES015462	2015-03-31	2015.2	2015	R01_ES015462_129
K99 CA177868	2015-03-31	2015.2	2015	K99_CA177868_130
R00 ES020353	2015-03-31	2015.2	2015	R00_ES020353_131
P42 ES013661	2015-03-31	2015.2	2015	P42_ES013661_132
U01 ES020127	2015-03-31	2015.2	2015	U01_ES020127_133
P60 AR062755	2015-03-31	2015.2	2015	P60_AR062755_134
RC1 ES018195	2015-03-31	2015.2	2015	RC1_ES018195_135
P42 ES013648	2015-03-31	2015.2	2015	P42_ES013648_136
R01 ES020689	2015-03-31	2015.2	2015	R01_ES020689_137
K01 HL103165	2015-03-31	2015.2	2015	K01_HL103165_138
R01 AI104459	2015-03-31	2015.2	2015	R01_AI104459_139
R01 ES009411	2015-03-31	2015.2	2015	R01_ES009411_140
DP1 ES025458	2015-03-31	2015.2	2015	DP1_ES025458_141
P01AT039641	2015-03-31	2015.2	2015	P01AT039641_142
K12 ES015855	2015-03-31	2015.2	2015	K12_ES015855_143
P60 MD002249	2015-03-31	2015.2	2015	P60_MD002249_144
P20 GM103527	2015-03-27	2015.2	2015	P20_GM103527_145
ES012259	2015-03-27	2015.2	2015	ES012259_146
R01ES021735	2015-03-27	2015.2	2015	R01ES021735_147
R01 ES017017	2015-03-27	2015.2	2015	R01_ES017017_148
P30 ES000210	2015-03-27	2015.2	2015	P30_ES000210_149
P30 ES001247	2015-03-27	2015.2	2015	P30_ES001247_150
P41 EB015897	2015-03-27	2015.2	2015	P41_EB015897_151
R01 ES020897	2015-03-26	2015.2	2015	R01_ES020897_152
P30-ES01247	2015-03-26	2015.2	2015	P30-ES01247_153
K01 ES025434	2015-03-26	2015.2	2015	K01_ES025434_154
R01 AI083927	2015-03-26	2015.2	2015	R01_AI083927_155
R01 ES016893	2015-03-26	2015.2	2015	R01_ES016893_156
R01 ES016893	2015-03-26	2015.2	2015	R01_ES016893_157
K01 AT006162	2015-03-26	2015.2	2015	K01_AT006162_158
DK090313	2015-03-26	2015.2	2015	DK090313_159
R03ES021643	2015-03-25	2015.2	2015	R03ES021643_160
P30 ES020957	2015-03-25	2015.2	2015	P30_ES020957_161
3 T32 ES 11564-10 S1	2015-03-25	2015.2	2015	3_T32_ES_11564-10_S1_162
R01 ES024992	2015-03-25	2015.2	2015	R01_ES024992_163
R01 ES014240	2015-03-25	2015.2	2015	R01_ES014240_164
P30 ES013508	2015-03-25	2015.2	2015	P30_ES013508_165
K99 ES023477	2015-03-24	2015.2	2015	K99_ES023477_166
5P20ES018169-02	2015-03-24	2015.2	2015	5P20ES018169-02_167
R01 ES003154	2015-03-24	2015.2	2015	R01_ES003154_168
P30 ES005022	2015-03-24	2015.2	2015	P30_ES005022_169
P30 ES007033	2015-03-24	2015.2	2015	P30_ES007033_170
P01 HD029587	2015-03-23	2015.2	2015	P01_HD029587_171
R01 ES003299	2015-03-22	2015.2	2015	R01_ES003299_172
R01 CA118114	2015-03-22	2015.2	2015	R01_CA118114_173
P01 ES011261	2015-03-22	2015.2	2015	P01_ES011261_174
5U19AI067773-09	2015-03-21	2015.2	2015	5U19AI067773-09_175
R00DE022101-02	2015-03-21	2015.2	2015	R00DE022101-02_176
K99 ES024144	2015-03-21	2015.2	2015	K99_ES024144_177
P42 ES010356	2015-03-21	2015.2	2015	P42_ES010356_178
R00 ES016817	2015-03-21	2015.2	2015	R00_ES016817_179
U54 ES015678	2015-03-21	2015.2	2015	U54_ES015678_180
P30 ES000210	2015-03-21	2015.2	2015	P30_ES000210_181
R01 ES015462	2015-03-21	2015.2	2015	R01_ES015462_182
R21 ES022093	2015-03-20	2015.2	2015	R21_ES022093_183
R00ES019875	2015-03-20	2015.2	2015	R00ES019875_184
ES007046	2015-03-20	2015.2	2015	ES007046_185
P01 ES022832	2015-03-20	2015.2	2015	P01_ES022832_186
MH099625	2015-03-19	2015.2	2015	MH099625_187
R01 ES021777	2015-03-18	2015.2	2015	R01_ES021777_188
U19 ES019536	2015-03-18	2015.2	2015	U19_ES019536_189
P01 ES011253	2015-03-18	2015.2	2015	P01_ES011253_190
R01 ES019222	2015-03-18	2015.2	2015	R01_ES019222_191
5T32CA09529	2015-03-18	2015.2	2015	5T32CA09529_192
R21 ES021136	2015-03-18	2015.2	2015	R21_ES021136_193
P01 ES022832	2015-03-18	2015.2	2015	P01_ES022832_194
K01ES019877	2015-03-18	2015.2	2015	K01ES019877_195
K99 ES023477	2015-03-17	2015.2	2015	K99_ES023477_196
R01 CA092306	2015-03-17	2015.2	2015	R01_CA092306_197
P42 ES013648	2015-03-17	2015.2	2015	P42_ES013648_198
ZIA ES101987-09	2015-03-17	2015.2	2015	ZIA_ES101987-09_199
R01 ES010610	2015-03-17	2015.2	2015	R01_ES010610_200
R01 ES015532	2015-03-17	2015.2	2015	R01_ES015532_201
Z01 ES065086	2015-03-17	2015.2	2015	Z01_ES065086_202
P01 ES022848	2015-03-17	2015.2	2015	P01_ES022848_203
K08 ES019615	2015-03-15	2015.2	2015	K08_ES019615_204
T32 AI007062	2015-03-15	2015.2	2015	T32_AI007062_205
P01 ES018181	2015-03-15	2015.2	2015	P01_ES018181_206
P01 AI 056299	2015-03-15	2015.2	2015	P01_AI_056299_207
R01 ES010563	2015-03-15	2015.2	2015	R01_ES010563_208
R01 ES004869	2015-03-15	2015.2	2015	R01_ES004869_209
R01 ES020506	2015-03-15	2015.2	2015	R01_ES020506_210
ES013995	2015-03-15	2015.2	2015	ES013995_211
R01 ES009718	2015-03-15	2015.2	2015	R01_ES009718_212
R01 ES014460	2015-03-15	2015.2	2015	R01_ES014460_213
R01 ES012716	2015-03-15	2015.2	2015	R01_ES012716_214
P20 RR016463	2015-03-15	2015.2	2015	P20_RR016463_215
5R01LM010812-05	2015-03-15	2015.2	2015	5R01LM010812-05_216
5R01LM010812-05	2015-03-15	2015.2	2015	5R01LM010812-05_217
P01 ES022848	2015-03-15	2015.2	2015	P01_ES022848_218
P30 ES006694	2015-03-15	2015.2	2015	P30_ES006694_219
P42-ES004699	2015-03-13	2015.2	2015	P42-ES004699_220
R01 ES015988	2015-03-13	2015.2	2015	R01_ES015988_221
PS42 ES04705	2015-03-13	2015.2	2015	PS42_ES04705_222
R01 ES021985	2015-03-12	2015.2	2015	R01_ES021985_223
P01 ES011810	2015-03-12	2015.2	2015	P01_ES011810_224
P30 CA022453	2015-03-12	2015.2	2015	P30_CA022453_225
K01 ES025435	2015-03-12	2015.2	2015	K01_ES025435_226
P42 ES010349	2015-03-12	2015.2	2015	P42_ES010349_227
R21 ES016367	2015-03-12	2015.2	2015	R21_ES016367_228
K01 ES017800	2015-03-12	2015.2	2015	K01_ES017800_229
R01 AR062680	2015-03-12	2015.2	2015	R01_AR062680_230
ES011269	2015-03-12	2015.2	2015	ES011269_231
ES006189	2015-03-11	2015.2	2015	ES006189_232
5R44CA112743-03	2015-03-11	2015.2	2015	5R44CA112743-03_233
R01 ES010546	2015-03-11	2015.2	2015	R01_ES010546_234
P01 ES022832	2015-03-11	2015.2	2015	P01_ES022832_235
R01 ES017039	2015-03-11	2015.2	2015	R01_ES017039_236
P01-AT003961	2015-03-11	2015.2	2015	P01-AT003961_237
P30 ES002109	2015-03-11	2015.2	2015	P30_ES002109_238
P30 ES005022	2015-03-10	2015.2	2015	P30_ES005022_239
T32 ES007060	2015-03-10	2015.2	2015	T32_ES007060_240
P01-AT003961	2015-03-10	2015.2	2015	P01-AT003961_241
R01ES021832	2015-03-10	2015.2	2015	R01ES021832_242
R01 ES014676	2015-03-10	2015.2	2015	R01_ES014676_243
P01 ES011263	2015-03-10	2015.2	2015	P01_ES011263_244
P01 ES022832	2015-03-10	2015.2	2015	P01_ES022832_245
ES00260	2015-03-10	2015.2	2015	ES00260_246
R01 ES011170	2015-03-10	2015.2	2015	R01_ES011170_247
U19ES019536	2015-03-10	2015.2	2015	U19ES019536_248
R01 ES018990	2015-03-10	2015.2	2015	R01_ES018990_249
ES017321	2015-03-10	2015.2	2015	ES017321_250
K12 ES019852	2015-03-10	2015.2	2015	K12_ES019852_251
P30 ES005022	2015-03-10	2015.2	2015	P30_ES005022_252
R00 ES017781	2015-03-10	2015.2	2015	R00_ES017781_253
AG-16592	2015-03-10	2015.2	2015	AG-16592_254
P30 ES005022	2015-03-10	2015.2	2015	P30_ES005022_255
P30 ES017885	2015-03-10	2015.2	2015	P30_ES017885_256
R01 ES011170	2015-03-07	2015.2	2015	R01_ES011170_257
R01 CA154369	2015-03-07	2015.2	2015	R01_CA154369_258
HHSN268200782096C	2015-03-07	2015.2	2015	HHSN268200782096C_259
P01 ES011163	2015-03-06	2015.2	2015	P01_ES011163_260
P42 ES10349	2015-03-06	2015.2	2015	P42_ES10349_261
ES020353	2015-03-06	2015.2	2015	ES020353_262
ES015462	2015-03-06	2015.2	2015	ES015462_263
CA-74954	2015-03-06	2015.2	2015	CA-74954_264
R01 ES011340	2015-03-06	2015.2	2015	R01_ES011340_265
F30 ES019809	2015-03-06	2015.2	2015	F30_ES019809_266
2R01 ES08846	2015-03-06	2015.2	2015	2R01_ES08846_267
R01 ES03830-25	2015-03-06	2015.2	2015	R01_ES03830-25_268
R01 ES020693	2015-03-06	2015.2	2015	R01_ES020693_269
Z99 ES999999	2015-03-06	2015.2	2015	Z99_ES999999_270
P30 ES006694	2015-03-06	2015.2	2015	P30_ES006694_271
P01 HL088093	2015-03-06	2015.2	2015	P01_HL088093_272
R01 ES008739	2015-03-05	2015.2	2015	R01_ES008739_273
P30 ES000002	2015-03-05	2015.2	2015	P30_ES000002_274
ES011627	2015-03-05	2015.2	2015	ES011627_275
1R01AG 034430	2015-03-05	2015.2	2015	1R01AG_034430_276
R01 ES007355	2015-03-05	2015.2	2015	R01_ES007355_277
1RC4NR012527-01	2015-03-05	2015.2	2015	1RC4NR012527-01_278
P30ES000002	2015-03-05	2015.2	2015	P30ES000002_279
AG024827	2015-03-05	2015.2	2015	AG024827_280
R01 ES022186	2015-03-05	2015.2	2015	R01_ES022186_281
P42 ES004705	2015-03-05	2015.2	2015	P42_ES004705_282
P20 GM103527	2015-03-04	2015.2	2015	P20_GM103527_283
AG038072	2015-03-04	2015.2	2015	AG038072_284
CA080024	2015-03-04	2015.2	2015	CA080024_285
P30-ES01247	2015-03-04	2015.2	2015	P30-ES01247_286
P30 CA051008	2015-03-04	2015.2	2015	P30_CA051008_287
ES02710	2015-03-04	2015.2	2015	ES02710_288
P42 ES007373	2015-03-04	2015.2	2015	P42_ES007373_289
E504940	2015-03-04	2015.2	2015	E504940_290
P01 ES021923	2015-03-04	2015.2	2015	P01_ES021923_291
1U54GM088558	2015-03-03	2015.2	2015	1U54GM088558_292
1 UO1 NS 047537-01	2015-03-03	2015.2	2015	1_UO1_NS_047537-01_293
P01 CA028842	2015-03-03	2015.2	2015	P01_CA028842_294
R01 ES009718	2015-03-03	2015.2	2015	R01_ES009718_295
HHSN27200004/D04	2015-03-03	2015.2	2015	HHSN27200004/D04_296
P30 CA016042	2015-03-03	2015.2	2015	P30_CA016042_297
IES3	2015-03-03	2015.2	2015	IES3_298
5K01OH010193-02	2015-03-01	2015.2	2015	5K01OH010193-02_299
G12 MD007597	2015-03-01	2015.2	2015	G12_MD007597_300
1R21ES022797-01A1	2015-03-01	2015.2	2015	1R21ES022797-01A1_301
R01 ES004738	2015-03-01	2015.2	2015	R01_ES004738_302
P42ES004699	2015-03-01	2015.2	2015	P42ES004699_303
P42 ES004699	2015-03-01	2015.2	2015	P42_ES004699_304
P01 ES009600	2015-03-01	2015.2	2015	P01_ES009600_305
AT007705	2015-03-01	2015.2	2015	AT007705_306
HHSN268201300025C	2015-02-28	2015.2	2015	HHSN268201300025C_307
R21 ES021570	2015-02-28	2015.2	2015	R21_ES021570_308
1R01HG006786	2015-02-28	2015.2	2015	1R01HG006786_309
L30 ES023165	2015-02-28	2015.2	2015	L30_ES023165_310
D43 TW007849	2015-02-28	2015.2	2015	D43_TW007849_311
1F30AI110053-01	2015-02-27	2015.2	2015	1F30AI110053-01_312
1R01EH000640-01	2015-02-27	2015.2	2015	1R01EH000640-01_313
K12 DK100022	2015-02-27	2015.2	2015	K12_DK100022_314
R01 CA158910	2015-02-27	2015.2	2015	R01_CA158910_315
R01 ES021464	2015-02-27	2015.2	2015	R01_ES021464_316
P30 ES002109	2015-02-27	2015.2	2015	P30_ES002109_317
R01 ES019964	2015-02-27	2015.2	2015	R01_ES019964_318
R01HD058818	2015-02-26	2015.2	2015	R01HD058818_319
CA06927	2015-02-26	2015.2	2015	CA06927_320
P01 ES022832	2015-02-26	2015.2	2015	P01_ES022832_321
P30 ES006694	2015-02-26	2015.2	2015	P30_ES006694_322
P42 ES007381	2015-02-26	2015.2	2015	P42_ES007381_323
087769/Z/08/Z	2015-02-26	2015.2	2015	087769/Z/08/Z_324
P30 ES009089	2015-02-26	2015.2	2015	P30_ES009089_325
ES021007	2015-02-25	2015.2	2015	ES021007_326
ZIA ES102845-05	2015-02-25	2015.2	2015	ZIA_ES102845-05_327
K24 ES013195	2015-02-25	2015.2	2015	K24_ES013195_328
R01 ES019923	2015-02-25	2015.2	2015	R01_ES019923_329
P30 ES017885	2015-02-25	2015.2	2015	P30_ES017885_330
P01-ES18181	2015-02-25	2015.2	2015	P01-ES18181_331
Y01 S12013001	2015-02-25	2015.2	2015	Y01_S12013001_332
P01 ES022832	2015-02-24	2015.2	2015	P01_ES022832_333
R01 ES011170	2015-02-24	2015.2	2015	R01_ES011170_334
F32 ES021690	2015-02-24	2015.2	2015	F32_ES021690_335
P01-AT003961	2015-02-24	2015.2	2015	P01-AT003961_336
T32 ES007334	2015-02-24	2015.2	2015	T32_ES007334_337
K24 AI080298A	2015-02-24	2015.2	2015	K24_AI080298A_338
R01 ES002614	2015-02-24	2015.2	2015	R01_ES002614_339
R15 ES015348	2015-02-24	2015.2	2015	R15_ES015348_340
R21 ES023150	2015-02-24	2015.2	2015	R21_ES023150_341
R01 ES020116	2015-02-24	2015.2	2015	R01_ES020116_342
R01 ES016308	2015-02-24	2015.2	2015	R01_ES016308_343
U01 ES020128	2015-02-24	2015.2	2015	U01_ES020128_344
T32 ES007263	2015-02-24	2015.2	2015	T32_ES007263_345
P30ES009089	2015-02-24	2015.2	2015	P30ES009089_346
R01 ES009132	2015-02-24	2015.2	2015	R01_ES009132_347
P20 RR017670	2015-02-24	2015.2	2015	P20_RR017670_348
K01 HL103174	2015-02-24	2015.2	2015	K01_HL103174_349
R01 AR055246	2015-02-24	2015.2	2015	R01_AR055246_350
R01 ES019178	2015-02-24	2015.2	2015	R01_ES019178_351
R01 DK053884	2015-02-24	2015.2	2015	R01_DK053884_352
AG023695	2015-02-24	2015.2	2015	AG023695_353
GM074223	2015-02-24	2015.2	2015	GM074223_354
K23 HL110216	2015-02-24	2015.2	2015	K23_HL110216_355
ES015572	2015-02-24	2015.2	2015	ES015572_356
DA027995	2015-02-24	2015.2	2015	DA027995_357
R01ES016863-02S4	2015-02-24	2015.2	2015	R01ES016863-02S4_358
P42ES04696	2015-02-24	2015.2	2015	P42ES04696_359
T32 MH013043	2015-02-24	2015.2	2015	T32_MH013043_360
R15 ES011569	2015-02-24	2015.2	2015	R15_ES011569_361
R03 ES020446	2015-02-24	2015.2	2015	R03_ES020446_362
R01 DK065138	2015-02-20	2015.2	2015	R01_DK065138_363
AR061106	2015-02-20	2015.2	2015	AR061106_364
1R21 ES16523	2015-02-20	2015.2	2015	1R21_ES16523_365
K01 ES016587	2015-02-20	2015.2	2015	K01_ES016587_366
R01 ES010563	2015-02-20	2015.2	2015	R01_ES010563_367
P01 HL053750	2015-02-20	2015.2	2015	P01_HL053750_368
ES017166	2015-02-20	2015.2	2015	ES017166_369
5F32DK095537	2015-02-20	2015.2	2015	5F32DK095537_370
R01 ES024984	2015-02-20	2015.2	2015	R01_ES024984_371
5R24HD000836	2015-02-20	2015.2	2015	5R24HD000836_372
ES13773	2015-02-19	2015.2	2015	ES13773_373
1K99ES023813-01	2015-02-19	2015.2	2015	1K99ES023813-01_374
ES03154	2015-02-19	2015.2	2015	ES03154_375
P01 HD029587	2015-02-19	2015.2	2015	P01_HD029587_376
1Z01ES102765	2015-02-19	2015.2	2015	1Z01ES102765_377
R01 AI104459	2015-02-19	2015.2	2015	R01_AI104459_378
Bb/H013539/2	2015-02-19	2015.2	2015	Bb/H013539/2_379
R01 ES022181	2015-02-19	2015.2	2015	R01_ES022181_380
5U01ES017154	2015-02-19	2015.2	2015	5U01ES017154_381
5U01ES017154-02	2015-02-19	2015.2	2015	5U01ES017154-02_382
P01ES018172	2015-02-19	2015.2	2015	P01ES018172_383
R01 ES024992	2015-02-19	2015.2	2015	R01_ES024992_384
P01 ES009600	2015-02-19	2015.2	2015	P01_ES009600_385
F32 HL120396-01	2015-02-18	2015.2	2015	F32_HL120396-01_386
T32 ES007051	2015-02-18	2015.2	2015	T32_ES007051_387
K01ES020857-01	2015-02-18	2015.2	2015	K01ES020857-01_388
R00ES019879	2015-02-18	2015.2	2015	R00ES019879_389
P01HL114457	2015-02-18	2015.2	2015	P01HL114457_390
P42 ES004699	2015-02-18	2015.2	2015	P42_ES004699_391
ES006694	2015-02-17	2015.2	2015	ES006694_392
RC2 ES018756	2015-02-17	2015.2	2015	RC2_ES018756_393
R01 ES022165	2015-02-17	2015.2	2015	R01_ES022165_394
1R21ESO16637-01A1	2015-02-17	2015.2	2015	1R21ESO16637-01A1_395
R01 ES009127	2015-02-17	2015.2	2015	R01_ES009127_396
CA146940	2015-02-17	2015.2	2015	CA146940_397
R01 ES008258	2015-02-17	2015.2	2015	R01_ES008258_398
R01CA142649	2015-02-16	2015.2	2015	R01CA142649_399
R01 ES012358	2015-02-16	2015.2	2015	R01_ES012358_400
R01 ES016669	2015-02-15	2015.2	2015	R01_ES016669_401
R01ES013717	2015-02-15	2015.2	2015	R01ES013717_402
ES023693	2015-02-15	2015.2	2015	ES023693_403
R01 ES017244	2015-02-15	2015.2	2015	R01_ES017244_404
5P42ES007381	2015-02-15	2015.2	2015	5P42ES007381_405
P30 ES023512	2015-02-15	2015.2	2015	P30_ES023512_406
P50 DA036151	2015-02-14	2015.2	2015	P50_DA036151_407
P30 ES000210	2015-02-14	2015.2	2015	P30_ES000210_408
P42 ES016465	2015-02-14	2015.2	2015	P42_ES016465_409
R01 ES016772	2015-02-14	2015.2	2015	R01_ES016772_410
R01 ES020268	2015-02-14	2015.2	2015	R01_ES020268_411
R01 HL111190	2015-02-14	2015.2	2015	R01_HL111190_412
M01 RR000043	2015-02-14	2015.2	2015	M01_RR000043_413
R01 AG042679	2015-02-14	2015.2	2015	R01_AG042679_414
P01 CA134294	2015-02-13	2015.2	2015	P01_CA134294_415
P30 ES005022	2015-02-13	2015.2	2015	P30_ES005022_416
AR43510	2015-02-13	2015.2	2015	AR43510_417
P30-ES006676	2015-02-13	2015.2	2015	P30-ES006676_418
R00ES017177	2015-02-12	2015.2	2015	R00ES017177_419
R01 HD044750	2015-02-12	2015.2	2015	R01_HD044750_420
Z01 ES080048-18	2015-02-12	2015.2	2015	Z01_ES080048-18_421
R01 ES014677	2015-02-12	2015.2	2015	R01_ES014677_422
P30 ES020957	2015-02-12	2015.2	2015	P30_ES020957_423
2R01CA111365	2015-02-11	2015.2	2015	2R01CA111365_424
2P30ES004184	2015-02-11	2015.2	2015	2P30ES004184_425
